Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered, Covaxin (Doses Administered),CoviShield (Doses Administered),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
18-06-2021,Andaman and Nicobar Islands,135850,2887,14,120382,15468,0,135850,,,,120382
19-06-2021,Andaman and Nicobar Islands,136707,1479,7,121201,15506,0,136707,,,,121201
20-06-2021,Andaman and Nicobar Islands,136708,0,0,121202,15506,0,136708,,,,121202
21-06-2021,Andaman and Nicobar Islands,137495,2383,11,121964,15531,0,137495,,,,121964
22-06-2021,Andaman and Nicobar Islands,140296,5495,26,124729,15567,0,140296,,,,124729
23-06-2021,Andaman and Nicobar Islands,144234,6764,28,128630,15604,0,144234,,,,128630
24-06-2021,Andaman and Nicobar Islands,149318,9343,29,133533,15785,0,149318,,,,133533
25-06-2021,Andaman and Nicobar Islands,154100,8274,30,138254,15846,0,154100,,,,
26-06-2021,Andaman and Nicobar Islands,159630,8241,27,143329,16301,0,159630,,,,
27-06-2021,Andaman and Nicobar Islands,161325,2339,13,145019,16306,0,161325,,,,
28-06-2021,Andaman and Nicobar Islands,165921,7974,28,148486,17435,0,165921,,,,
29-06-2021,Andaman and Nicobar Islands,171590,10393,32,153048,18542,0,171590,,,,
30-06-2021,Andaman and Nicobar Islands,176293,10468,33,156470,19823,0,176293,,,,
01-07-2021,Andaman and Nicobar Islands,178502,7878,30,157304,21198,0,178502,,,,
02-07-2021,Andaman and Nicobar Islands,181221,9151,33,158335,22886,0,181221,,,,
03-07-2021,Andaman and Nicobar Islands,184103,9753,32,159330,24773,0,184103,,,,
04-07-2021,Andaman and Nicobar Islands,184515,1360,10,159342,25173,0,184515,,,,
05-07-2021,Andaman and Nicobar Islands,189428,15362,36,160292,29136,0,189428,,,,
06-07-2021,Andaman and Nicobar Islands,196475,17759,35,161400,35075,0,196475,,,,
07-07-2021,Andaman and Nicobar Islands,202865,16104,34,162373,40492,0,202865,,,,
08-07-2021,Andaman and Nicobar Islands,208594,19572,37,163284,45310,0,208594,,,,
09-07-2021,Andaman and Nicobar Islands,215725,17143,34,164079,51646,0,215725,,,,
10-07-2021,Andaman and Nicobar Islands,222583,12713,32,166096,56487,0,222583,,,,
11-07-2021,Andaman and Nicobar Islands,223059,1151,4,166343,56716,0,223059,,,,
12-07-2021,Andaman and Nicobar Islands,230450,16446,34,168328,62122,0,230450,,,,
13-07-2021,Andaman and Nicobar Islands,236645,15170,36,170392,66253,0,236645,,,,
14-07-2021,Andaman and Nicobar Islands,246669,14516,35,177013,69656,0,246669,,,,
15-07-2021,Andaman and Nicobar Islands,251147,13856,34,178771,72376,0,251147,,,,
16-07-2021,Andaman and Nicobar Islands,254814,12371,35,179879,74935,0,254814,,,,
17-07-2021,Andaman and Nicobar Islands,257871,12915,34,180673,77198,0,257871,,,,
18-07-2021,Andaman and Nicobar Islands,258110,1733,12,180805,77305,0,258110,,,,
19-07-2021,Andaman and Nicobar Islands,261259,12786,37,181725,79534,0,261259,,,,
20-07-2021,Andaman and Nicobar Islands,265699,13321,35,184157,81542,0,265699,,,,
21-07-2021,Andaman and Nicobar Islands,265754,0,0,184160,81594,0,265754,,,,
22-07-2021,Andaman and Nicobar Islands,270664,12936,33,187006,83658,0,270664,,,,
23-07-2021,Andaman and Nicobar Islands,275377,13534,34,190151,85226,0,275377,,,,
24-07-2021,Andaman and Nicobar Islands,279195,13077,34,192718,86477,0,279195,,,,
25-07-2021,Andaman and Nicobar Islands,279839,2817,16,193281,86558,0,279839,,,,
26-07-2021,Andaman and Nicobar Islands,282966,10665,38,195082,87884,0,282966,,,,
27-07-2021,Andaman and Nicobar Islands,286856,10358,32,197991,88865,0,286856,,,,
28-07-2021,Andaman and Nicobar Islands,290801,0,0,201244,89557,0,290801,,,,
29-07-2021,Andaman and Nicobar Islands,294198,9366,30,203975,90223,0,294198,,,,
30-07-2021,Andaman and Nicobar Islands,296896,8147,34,206031,90865,0,296896,,,,
31-07-2021,Andaman and Nicobar Islands,298969,8992,35,207419,91550,0,298969,,,,
01-08-2021,Andaman and Nicobar Islands,301367,140,1,209737,91630,0,301367,,,,
02-08-2021,Andaman and Nicobar Islands,302726,6337,33,210578,92148,0,302726,,,,
03-08-2021,Andaman and Nicobar Islands,304142,5780,28,211561,92581,0,304142,,,,
04-08-2021,Andaman and Nicobar Islands,305729,7141,31,212571,93158,0,305729,,,,
05-08-2021,Andaman and Nicobar Islands,307014,5504,30,213457,93557,0,307014,,,,
06-08-2021,Andaman and Nicobar Islands,308177,4193,29,214333,93844,0,308177,,,,
07-08-2021,Andaman and Nicobar Islands,309270,5149,29,215021,94249,0,309270,,,,
08-08-2021,Andaman and Nicobar Islands,309349,540,2,215077,94272,0,309349,,,,
09-08-2021,Andaman and Nicobar Islands,310643,5325,31,216046,94597,0,310643,,,,
10-08-2021,Andaman and Nicobar Islands,,,,,,,,,,,
11-08-2021,Andaman and Nicobar Islands,,,,,,,,,,,
12-08-2021,Andaman and Nicobar Islands,,,,,,,,,,,
13-08-2021,Andaman and Nicobar Islands,,,,,,,,,,,
14-08-2021,Andaman and Nicobar Islands,,,,,,,,,,,
15-08-2021,Andaman and Nicobar Islands,,,,,,,,,,,
16-01-2021,Andhra Pradesh,4216,541,339,4216,0,0,4216,,,,4216
17-01-2021,Andhra Pradesh,9251,1025,444,9251,0,0,9251,,,,9251
18-01-2021,Andhra Pradesh,12234,1458,581,12234,0,0,12234,,,,12234
19-01-2021,Andhra Pradesh,25539,2039,828,25539,0,0,25539,,,,25539
20-01-2021,Andhra Pradesh,35901,3111,1125,35901,0,135,35766,,,,35901
21-01-2021,Andhra Pradesh,45040,4286,1342,45040,0,395,44645,,,,45040
22-01-2021,Andhra Pradesh,55697,5151,1412,55697,0,573,55124,,,,55697
23-01-2021,Andhra Pradesh,70380,6375,1528,70380,0,947,69433,,,,70380
24-01-2021,Andhra Pradesh,74221,6922,1593,74221,0,1087,73134,,,,74221
25-01-2021,Andhra Pradesh,89879,7342,1629,89879,0,1984,87895,,,,89879
26-01-2021,Andhra Pradesh,90616,7575,1658,90616,0,1995,88621,,,,90616
27-01-2021,Andhra Pradesh,107999,7913,1713,107999,0,3166,104833,,,,107999
28-01-2021,Andhra Pradesh,117543,8486,1745,117543,0,4631,112912,,,,117543
29-01-2021,Andhra Pradesh,124647,8914,1779,124647,0,5812,118835,,,,124647
30-01-2021,Andhra Pradesh,133571,9514,1808,133571,0,7925,125646,,,,133571
31-01-2021,Andhra Pradesh,133623,9940,1818,133623,0,7925,125698,,,,133623
01-02-2021,Andhra Pradesh,133642,10327,1843,133642,0,7925,125717,,,,133642
02-02-2021,Andhra Pradesh,133646,11480,2392,133646,0,7925,125721,,,,133646
03-02-2021,Andhra Pradesh,161302,12258,2490,161302,0,10893,150409,,,,161302
04-02-2021,Andhra Pradesh,188704,13539,2591,188704,0,13959,174745,,,,188704
05-02-2021,Andhra Pradesh,218899,14549,2673,218899,0,17464,201435,,,,218899
06-02-2021,Andhra Pradesh,245938,15374,2722,245938,0,20484,225454,,,,245938
07-02-2021,Andhra Pradesh,249205,15966,2772,249205,0,20627,228578,,,,249205
08-02-2021,Andhra Pradesh,263588,16965,2800,263588,0,23315,240273,,,,263588
09-02-2021,Andhra Pradesh,275654,17614,2826,275654,0,26245,249409,,,,275654
10-02-2021,Andhra Pradesh,286401,18589,2865,286401,0,29230,257171,,,,286401
11-02-2021,Andhra Pradesh,294574,19437,2914,294574,0,31656,262918,,,,294574
12-02-2021,Andhra Pradesh,303031,20646,2934,303031,0,33536,269495,,,,303031
13-02-2021,Andhra Pradesh,319740,22222,2959,313507,6233,34633,278874,,,,313507
14-02-2021,Andhra Pradesh,319743,22755,2965,313509,6234,34634,278875,,,,313509
15-02-2021,Andhra Pradesh,345830,23889,2995,329041,16789,35388,293653,,,,329041
16-02-2021,Andhra Pradesh,370880,25140,3012,344146,26734,36414,307732,,,,344146
17-02-2021,Andhra Pradesh,402851,26455,3046,364844,38007,37477,327367,,,,364844
18-02-2021,Andhra Pradesh,414038,27439,3102,359785,54253,38015,321770,,,,359785
19-02-2021,Andhra Pradesh,476505,28331,3134,403279,73226,39850,363429,,,,403279
20-02-2021,Andhra Pradesh,501288,29308,3152,413818,87470,41060,372758,,,,413818
21-02-2021,Andhra Pradesh,509044,29994,3171,418634,90410,41740,376894,,,,418634
22-02-2021,Andhra Pradesh,534507,31021,3232,431789,102718,43806,387983,,,,431789
23-02-2021,Andhra Pradesh,559483,32298,3362,448490,110993,47078,401412,,,,448490
24-02-2021,Andhra Pradesh,596327,33332,3398,476866,119461,53659,423207,,,,476866
25-02-2021,Andhra Pradesh,639187,34220,3409,510185,129002,60574,449611,,,,510185
26-02-2021,Andhra Pradesh,673767,34950,3414,535955,137812,65196,470759,,,,535955
27-02-2021,Andhra Pradesh,673767,34950,3414,535955,137812,65196,470759,,,,535955
28-02-2021,Andhra Pradesh,673767,35027,3432,535955,137812,65196,470759,,,,535955
01-03-2021,Andhra Pradesh,673767,38076,3848,535955,137812,65196,470759,,,,535955
02-03-2021,Andhra Pradesh,702035,44866,3900,559569,142466,67418,492151,,,,559569
03-03-2021,Andhra Pradesh,724119,51667,3942,577662,146457,69578,508084,,,,577662
04-03-2021,Andhra Pradesh,749445,69948,4470,596324,153121,71701,524623,,,,596324
05-03-2021,Andhra Pradesh,785259,82741,4633,620332,164927,74476,545856,,,,620332
06-03-2021,Andhra Pradesh,836177,90238,4767,653058,183119,78593,574465,,,,653058
07-03-2021,Andhra Pradesh,836337,92172,4800,653146,183191,78617,574529,,,,653146
08-03-2021,Andhra Pradesh,886175,103973,5022,688936,197239,82883,606053,,,,688936
09-03-2021,Andhra Pradesh,740389,322430,2134,530098,210291,89539,650809,,,,740389
10-03-2021,Andhra Pradesh,781210,339254,2226,561939,219271,94900,686269,,,,781210
11-03-2021,Andhra Pradesh,789453,222832,1483,568693,220760,96712,692699,,,,789453
12-03-2021,Andhra Pradesh,837831,335216,2218,606440,231391,103913,733876,,,,837831
13-03-2021,Andhra Pradesh,881112,335490,2217,643857,237255,110778,770292,,,,881112
14-03-2021,Andhra Pradesh,881921,6750,45,644610,237311,110902,770977,,,,881921
15-03-2021,Andhra Pradesh,955901,338151,2225,708969,246932,122599,833260,,,,955901
16-03-2021,Andhra Pradesh,1234075,331083,2204,976078,257997,145251,1088824,,,,976078
17-03-2021,Andhra Pradesh,1380960,331021,2206,1112607,268353,170164,1210796,,,,1112607
18-03-2021,Andhra Pradesh,1472043,335302,2210,1194255,277788,186695,1285348,,,,1194255
19-03-2021,Andhra Pradesh,1569131,334210,2219,1280956,288175,202942,1366189,,,,1280956
20-03-2021,Andhra Pradesh,1681001,335031,2219,1381802,299199,223400,1457601,,,,1381802
21-03-2021,Andhra Pradesh,1689691,3050,23,1389085,300606,226239,1463452,,,,1389085
22-03-2021,Andhra Pradesh,1803338,337475,2224,1494286,309052,244907,1558431,,,,1494286
23-03-2021,Andhra Pradesh,1939162,335500,2213,1617797,321365,270231,1668931,,,,1617797
24-03-2021,Andhra Pradesh,2062333,336601,2227,1729748,332585,295142,1767191,,,,1729748
25-03-2021,Andhra Pradesh,2211652,370097,2396,1864559,347093,325173,1886479,,,,1864559
26-03-2021,Andhra Pradesh,2320613,343411,2250,1960827,359786,349550,1971063,,,,1960827
27-03-2021,Andhra Pradesh,2451110,345300,2266,2078246,372864,377544,2073566,,,,2078246
28-03-2021,Andhra Pradesh,2461015,70050,490,2086565,374450,378976,2082039,,,,2086565
29-03-2021,Andhra Pradesh,2527121,269220,1745,2149525,377596,397004,2130117,,,,2149525
30-03-2021,Andhra Pradesh,2621769,370220,2333,2234331,387438,419605,2202164,,,,2234331
31-03-2021,Andhra Pradesh,2725169,378570,2437,2328018,397151,448242,2276927,,,,2328018
01-04-2021,Andhra Pradesh,2825721,422202,2550,2421043,404678,481315,2344406,,,,2421043
02-04-2021,Andhra Pradesh,2898547,261339,1564,2487480,411067,505786,2392761,,,,2487480
03-04-2021,Andhra Pradesh,2986837,364450,2282,2566814,420023,530038,2456799,,,,2566814
04-04-2021,Andhra Pradesh,3047568,139081,922,2621707,425861,546389,2501179,,,,2621707
05-04-2021,Andhra Pradesh,3142814,407860,2470,2706804,436010,567792,2575022,,,,2706804
06-04-2021,Andhra Pradesh,3207917,372084,2274,2764322,443595,584072,2623845,,,,2764322
07-04-2021,Andhra Pradesh,3352010,416382,2308,2890332,461678,619956,2732054,,,,2890332
08-04-2021,Andhra Pradesh,3496367,425051,2309,3020007,476360,652047,2844320,,,,3020007
09-04-2021,Andhra Pradesh,3571106,315795,2000,3081066,490040,665935,2905171,,,,3081066
